,username,date,content,preprocess_content,sentiment,sentiment_score
5391,rightsofma,2020-10-17 08:43:00+00:00,"@EndSARS Tek money shut up tactics don backfire. The protest no get leader naw

For the first time for all their life, 9ja politicians and cabal don see say at times, money useless
#EndSARS",endsars tek money shut tactics don backfire protest leader naw time life 9ja politicians cabal don times money useless endsars,negative,0.9998828172683716
5392,somaoffical,2020-10-17 08:40:43+00:00,@FirstBankngr We never heard from you people about @Endsars @endswatnow movement. Na bank wey protest na the bank wey go put our money,firstbankngr heard people endsars endswatnow movement na bank wey protest na bank wey money,negative,0.9643144607543945
5393,Caleb1842,2020-10-17 08:38:32+00:00,@Endsars https://t.co/xorwOaLZbY,endsars,positive,0.9828166961669922
5394,somaoffical,2020-10-17 08:38:04+00:00,@obyezeks @HQNigerianArmy @DefenceInfoNG @PoliceNG @NGRPresident @MBuhari I runaway from onistha because OC Sars he try to kill me many times and kill some of my guys just because we were coming back from club time for justice @Endsars @endswatnow we move.,obyezeks hqnigerianarmy defenceinfong policeng ngrpresident mbuhari runaway onistha oc sars try kill times kill guys coming club time justice endsars endswatnow,positive,0.8459117412567139
5395,JehoshaphatP1,2020-10-17 08:34:11+00:00,@Orlah_midey @YulEdochie @EndSars Who is this almajiri girl that has no links with any organized family anywhere?,orlahmidey yuledochie endsars almajiri girl links organized family,positive,0.998471200466156
5396,perez93893832,2020-10-17 08:30:56+00:00,@drizzybreezzy @Endsars @Endswat 🇳🇬,drizzybreezzy endsars endswat ,negative,0.6063817143440247
5397,perez93893832,2020-10-17 08:28:42+00:00,@drizzybreezzy @Endsars @Endpolicebrutality,drizzybreezzy endsars endpolicebrutality,positive,0.5562152862548828
5398,GenevieveEnuma,2020-10-17 08:25:54+00:00,This is their scheme.This generation of youths are not weak.@Endsars https://t.co/EvXOcThCI7,schemethis generation youths weakendsars,negative,0.9951227307319641
5399,leofannybenson1,2020-10-17 08:09:53+00:00,"Since this idiot wants to be unfortunate please let's oblige him.. Rt this make this clown famous!!!  Make his useless existence a bit more interesting for him today!!!  
@EndSARS https://t.co/oH0EzCG86T",idiot wants unfortunate lets oblige rt clown famous useless existence bit interesting today endsars,negative,0.9998063445091248
5400,Prince92641358,2020-10-17 08:09:41+00:00,"@SARSMUSTENDDD @PoliceNG Hear our voice 
Hear our cries 
We are brothers and sisters 
Stop killing us ...
@endthisgovernment 
@endsars
@endswart
@endcorruption
@endpolicebrutality
@endthekilling

@un
@cnn
@donaldtrump
@world
@BBCWorld 
@falz",sarsmustenddd policeng hear voice hear cries brothers sisters stop killing endthisgovernment endsars endswart endcorruption endpolicebrutality endthekilling un cnn donaldtrump world bbcworld falz,negative,0.983994722366333
5401,nezecindy,2020-10-17 08:06:28+00:00,"@Orlah_midey @YulEdochie @EndSars She just want to trend. No reason am. 
  
If they end SARS and bad leaders are there. Nothing changed.

May God give you wisdom",orlahmidey yuledochie endsars want trend reason end sars bad leaders changed god wisdom,positive,0.9490484595298767
5402,Kriskings3,2020-10-17 08:06:21+00:00,"To get Twitter followers ehnn, be like heavenly race 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️

Can I get some RT and follow back.....

@fkabudu @endsars #EndSARS #EndBadGovernmentinNIGERIA @falzthebahdguy @Aisha_yesuf @jack",twitter followers ehnn like heavenly race 🤦‍🤦‍🤦‍ rt follow fkabudu endsars endsars endbadgovernmentinnigeria falzthebahdguy aishayesuf jack,positive,0.5453015565872192
5403,Balkat4,2020-10-17 08:05:02+00:00,@endsars https://t.co/v6unf34wyo,endsars,positive,0.9828166961669922
5404,TeeOnye,2020-10-17 08:03:33+00:00,@Orlah_midey @YulEdochie @EndSars Snitch Bitch Aren't you tired 🤬🤬,orlahmidey yuledochie endsars snitch bitch arent tired 🤬🤬,negative,0.5626723766326904
5405,funmi_fadahunsi,2020-10-17 08:02:06+00:00,@Endsars @ProfOsinbajo https://t.co/5VIKx8Nxqh,endsars profosinbajo,positive,0.6356755495071411
5406,antisocialboyee,2020-10-17 08:00:23+00:00,@SAMKLEF Nah wen dem kill he pikin he go no reason why @endsars most end https://t.co/BKDE9haM1t,samklef nah wen dem kill pikin reason endsars end,negative,0.9342857599258423
5407,Makutosin1,2020-10-17 07:59:14+00:00,@DailyPostNGR We don't need ur apology....just end this thing once and for all....why are u leaders so difficult....@endSars and stop with the apology no body needs it.....do that mindful..,dailypostngr dont need ur apologyjust end thing allwhy u leaders difficultendsars stop apology body needs itdo mindful,negative,0.96132493019104
5408,stargirlxxx6,2020-10-17 07:58:46+00:00,@OmoyiwA @davido @EndSars Don't talk like that,omoyiwa davido endsars dont talk like,negative,0.9993749260902405
5409,HollaEmmy,2020-10-17 07:55:43+00:00,@__seankessie @EndSARS,seankessie endsars,positive,0.941066563129425
5410,bomaken,2020-10-17 07:53:36+00:00,"If government can reach out to @DrJoeAbah @AishaYesufu @obyezeks Segalink @OgbeniDipo and some reasonable celebrities maybe just maybe they can help them persuade the protesters to backtrack a bit and not by unleashing @HQNigerianArmy on them.
@EndSARS",government reach drjoeabah aishayesufu obyezeks segalink ogbenidipo reasonable celebrities maybe maybe help persuade protesters backtrack bit unleashing hqnigerianarmy endsars,negative,0.9965941309928894
5411,Temidon3,2020-10-17 07:53:14+00:00,@drizzybreezzy @Endsars @endswat,drizzybreezzy endsars endswat,negative,0.6063817143440247
5412,nelsonjohn232,2020-10-17 07:52:15+00:00,@Orlah_midey @YulEdochie @EndSars Nah north people nah... Sense the always hard them to get... Maryam go baf and brush ur teeth before u make comments,orlahmidey yuledochie endsars nah north people nah sense hard maryam baf brush ur teeth u comments,negative,0.9808530211448669
5413,wolexmind,2020-10-17 07:49:58+00:00,"No Matter how far your Village is pooling boot will be there but Development won't get there.
@EndSars   @PeterPsquare",matter far village pooling boot development wont endsars peterpsquare,negative,0.9894223809242249
5414,MRPOWERP5,2020-10-17 07:48:49+00:00,"@channelstv This is a scam to step down the protest @ENDSARS, Let keep the fire burning",channelstv scam step protest endsars let fire burning,negative,0.9983660578727722
5415,JoyceAda6,2020-10-17 07:48:05+00:00,@Orlah_midey @YulEdochie @EndSars This girl is a fool shaa. No reason her,orlahmidey yuledochie endsars girl fool shaa reason,negative,0.9374526143074036
5416,HeirJaybee,2020-10-17 07:44:03+00:00,@Lloyd30918749 @Orlah_midey @YulEdochie @EndSars You could ask how she got the information about the claims without calling her mumu girl. Or give her your own side of the story if you think that achieves a goal.,lloyd30918749 orlahmidey yuledochie endsars ask got information claims calling mumu girl story think achieves goal,negative,0.747092604637146
5417,g2osamali,2020-10-17 07:43:32+00:00,"@EndSars Is Not Only Our aim's Quotation Objective in this ongoing Protest Now in Nigeria across the Major 36 States of #1Nigeria, Our Protest Demanding is undermust by slashing of all Parliamentarian High salary slip via #NiajaCorrency #Rice #Fuelsubcidy #ElTariff and #EConommy",endsars aims quotation objective ongoing protest nigeria major 36 states 1nigeria protest demanding undermust slashing parliamentarian high salary slip niajacorrency rice fuelsubcidy eltariff econommy,negative,0.9729635715484619
5418,iamDoli_Suave,2020-10-17 07:41:42+00:00,"@Orlah_midey @YulEdochie @EndSars You are one of them, weyre wan dey disguise
#BuhariResign #EndSARS",orlahmidey yuledochie endsars weyre wan dey disguise buhariresign endsars,negative,0.9712173342704773
5419,steve_pakuf,2020-10-17 07:39:30+00:00,Where are my Uyo people...A New Nigeria @EndSARS https://t.co/DeO1RZMLYf,uyo peoplea new nigeria endsars,negative,0.8984265923500061
5420,Love_Afrique,2020-10-17 07:38:19+00:00,"@Orlah_midey @YulEdochie @EndSars Disrespectful church mouse! Just listen to yourself, something is definitely wrong with you! Unwise teen.",orlahmidey yuledochie endsars disrespectful church mouse listen definitely wrong unwise teen,negative,0.9782227277755737
5421,BashiruAbdulka8,2020-10-17 07:35:01+00:00,@EndSARS @endPoliceBrutality https://t.co/RHNNcbVHHz,endsars endpolicebrutality,positive,0.9908421039581299
5422,Lloyd30918749,2020-10-17 07:33:35+00:00,"@Orlah_midey @YulEdochie @EndSars See this mumu girl 
Were you there when the money was given to him.",orlahmidey yuledochie endsars mumu girl money given,negative,0.9888256192207336
5423,lloydatiku,2020-10-17 07:32:50+00:00,"@WaleMicaiah @PoliceNG @EndSars ..people forget...

Was the IG not in charge of the police in Kano...when people got killed after the elections of 2015...

He should resign or be sacked

Someone outside the Police should be charged with fixing that system..",walemicaiah policeng endsars people forget ig charge police kanowhen people got killed elections 2015 resign sacked outside police charged fixing system,negative,0.9910207390785217
5424,WaleMicaiah,2020-10-17 07:25:56+00:00,"The @PoliceNG are like Nigerian Lecturers who get Students angry &amp; swear never to have anything to do with their Alma mater.

The @PoliceNG has created angry Citizens and it's better that the IGP is humble enough (like the VP) to apologise to Nigerians &amp; fix up.

@EndSARS",policeng like nigerian lecturers students angry amp swear alma mater policeng created angry citizens better igp humble like vp apologise nigerians amp fix endsars,positive,0.5467860102653503
5425,uwasco84,2020-10-17 07:24:54+00:00,@adeyanjudeji @endsars good one,adeyanjudeji endsars good,positive,0.9591466188430786
5426,Michaelll______,2020-10-17 07:23:48+00:00,"@Orlah_midey @YulEdochie @EndSars Did you see him collect money from atiku or you just want to say nonsense?

#EndSARS 
#ENDBADGOVERNANCE",orlahmidey yuledochie endsars collect money atiku want nonsense endsars endbadgovernance,negative,0.9941973686218262
5427,chevyofficia,2020-10-17 07:23:01+00:00,@EndSars,endsars,positive,0.9828166961669922
5428,sexpornW77720,2020-10-17 07:22:14+00:00,@officialnairam1 @Endsars https://t.co/iSrAC2nSW6,officialnairam1 endsars,negative,0.9830952286720276
5429,chevyofficia,2020-10-17 07:21:59+00:00,@endsars,endsars,positive,0.9828166961669922
5430,MaroOkpewho,2020-10-17 07:17:50+00:00,"@is_salsu @CNN
@ENDSARS
@ENDSWAT",issalsu cnn endsars endswat,positive,0.7014467120170593
5431,adebiyiabdul1,2020-10-17 07:16:34+00:00,"Please let find select part of us to each state that has not yet turn up with this protest... let make #Nigeriagreat again✊🏻!
If we get support from the northerns our power will be infinite..they still think we’re joking @Endsars #EndSARS #EndPoliceBrutality https://t.co/W7tscQgdVe",let find select state turn protest let nigeriagreat again support northerns power infinitethey think we’re joking endsars endsars endpolicebrutality,negative,0.9817023277282715
5432,VictorAdeboye2,2020-10-17 07:14:47+00:00,"@Odunadekolade 3102903178
First bank
@Endsars
#EndPoliceBrutality 
#EndBadGovernanceinNIGERIA",odunadekolade 3102903178 bank endsars endpolicebrutality endbadgovernanceinnigeria,positive,0.852934718132019
5433,OLUGBODIFEMI,2020-10-17 07:13:01+00:00,"It a lie ✊ They catch them where dey where watching football in view center 
@endsars @officialnairam1 @PoliceNG @ProfOsinbajo @jidesanwoolu @rudeboypsquare @MBuhari #ENDSARSNOW #ENDSWAT @Omojuwa https://t.co/hTPryLpcYr",lie  catch dey watching football view center endsars officialnairam1 policeng profosinbajo jidesanwoolu rudeboypsquare mbuhari endsarsnow endswat omojuwa,negative,0.5536443591117859
5434,Prince92641358,2020-10-17 07:12:50+00:00,"@Bosman361 They all failed us 😢
They all abused our right.
We Nigeria need help
Must @endsars , help us @unitednations, @donaldtrump, @world",bosman361 failed  abused right nigeria need help endsars help unitednations donaldtrump world,negative,0.9526007771492004
5435,pepsi_jnr,2020-10-17 07:11:26+00:00,@Orlah_midey @YulEdochie @EndSars See mumu,orlahmidey yuledochie endsars mumu,positive,0.676183819770813
5436,AimiedeP,2020-10-17 07:07:38+00:00,@endsars https://t.co/Et3T1w7HNF,endsars,positive,0.9828166961669922
5437,Okparachris27,2020-10-17 07:06:48+00:00,"I have this conviction that in no time, the police among others would from the benefits of this protest @ENDSARS issue a sincere vote of thanks to the Nigerian youth for speaking up for all the voiceless. We care about you too @PoliceNG. Keep pushing Patriot✊✊
#EndSARS
#EndSARS",conviction time police benefits protest endsars issue sincere vote thanks nigerian youth speaking voiceless care policeng pushing patriot endsars endsars,positive,0.9226822257041931
5438,OsiahWesley,2020-10-17 07:06:22+00:00,@HenshawKate @EndSARS,henshawkate endsars,negative,0.6340973973274231
5439,BashiruAbdulka8,2020-10-17 07:05:44+00:00,"@SAMKLEF We don't even want the @ARUGBOS in the system again, let the new and young breed take over @EndSARS",samklef dont want arugbos system let new young breed endsars,negative,0.9878832697868347
5440,yungmaraps,2020-10-17 07:01:50+00:00,So fuckin true🙄 @securenorth @endsars https://t.co/6Oz4sGx5Lw,fuckin true securenorth endsars,negative,0.9667453765869141
5441,Ibukuno34978584,2020-10-17 06:59:21+00:00,@drizzybreezzy @ENDSARS,drizzybreezzy endsars,negative,0.6204932332038879
5442,AdeoyeO51893089,2020-10-17 06:58:01+00:00,Nigeria Y  we will not be tired @EndSaRs now https://t.co/uG8jGFzt1h,nigeria y tired endsars,negative,0.9905562996864319
5443,Ibukuno34978584,2020-10-17 06:50:50+00:00,"@Odunadekolade @anuoluwapobby Account number 0220520756
Account name: Adefila adebimpe blessing
Gt bank.
Good bless you richly.
@ENDSARS",odunadekolade anuoluwapobby account number 0220520756 account adefila adebimpe blessing gt bank good bless richly endsars,positive,0.9938374161720276
5444,JblendJohnson18,2020-10-17 06:48:18+00:00,"Good morning
@EndSars",good morning endsars,positive,0.9609460234642029
5445,NwanzeKenneth1,2020-10-17 06:44:02+00:00,@steveabbey_ @therealanif_ @endsars,steveabbey therealanif endsars,positive,0.674136221408844
5446,David41386294,2020-10-17 06:39:11+00:00,@drizzybreezzy @ENDSARS,drizzybreezzy endsars,negative,0.6204932332038879
5447,Juniorp15439406,2020-10-17 06:35:41+00:00,"@Imamofpeace Mr Man abeg no come here cn cause trouble with religion matter, this not the time for this, Les @EndSARS @EndSaRsBrutality first abeg @officialnairam1  @burnaboy @AishaYesufu @davido  make who na tell this man oh",imamofpeace mr man abeg come cn cause trouble religion matter time les endsars endsarsbrutality abeg officialnairam1 burnaboy aishayesufu davido na tell man oh,negative,0.9345241189002991
5448,Beejay_____,2020-10-17 06:27:35+00:00,@MaryJos96537159 @iam_smalldoctor @EndSars You're welcome👍,maryjos96537159 iamsmalldoctor endsars youre welcome,positive,0.9894765615463257
5449,segun_olomola,2020-10-17 06:26:04+00:00,"Chai am so broke, running out of data, no money, how do I continue this struggle? @Endsars#Endpolicebrutality, @AishaYesufu @@TheGbemms @DONJAZZY @marvindon,@rudeboypsquare @FemAdesina",chai broke running data money continue struggle endsarsendpolicebrutality aishayesufu thegbemms donjazzy marvindonrudeboypsquare femadesina,negative,0.9217077493667603
5450,ManOlawale,2020-10-17 06:22:52+00:00,We don wake up again !!!!!✍️ same goals @Endsars ✍️✍️,don wake  goals endsars ,positive,0.9521562457084656
5451,Falanadavid8,2020-10-17 06:04:21+00:00,#reconstructionnigeria  we move✊✊✊@endsars,reconstructionnigeria moveendsars,positive,0.9664633274078369
5452,AshafaDaniel,2020-10-17 05:58:20+00:00,"It another day,let go again @OloriSupergal @DONJAZZY.@endsars.",daylet olorisupergal donjazzyendsars,positive,0.8678902387619019
5453,Aladay7,2020-10-17 05:55:40+00:00,@desmarth @simplyhabay_oni @mfolagbade123 @TosinOlugbenga @MBuhari @EndSars I may agree with you on that,desmarth simplyhabayoni mfolagbade123 tosinolugbenga mbuhari endsars agree,positive,0.7756051421165466
5454,Walex_Richy,2020-10-17 05:53:02+00:00,"@OfficialYDP_NG @WalexRichy1
@Walex_Richy

@EndSARS",officialydpng walexrichy1 walexrichy endsars,negative,0.9941999912261963
